UserID,UserName,Age,Gender,Email,total_courses_enrolled,unique_categories_count,avg_courses_per_category,active_span_days,enrollment_frequency_days,avg_course_duration,preferred_category,preferred_level,avg_course_rating_enrolled,paid_course_ratio,prop_beginner,prop_intermediate,prop_advanced,total_spending,avg_spending_per_course,diversity_score,category_entropy,learning_depth_index,cat_prop_Artificial_Intelligence,cat_prop_Business,cat_prop_Cybersecurity,cat_prop_Data_Science,cat_prop_Design,cat_prop_Digital_Marketing,cat_prop_Finance,cat_prop_Machine_Learning,cat_prop_Marketing,cat_prop_Programming,cat_prop_Project_Management,cat_prop_Web_Development,gender_binary,cluster_label,pca_x,pca_y,pca_z,persona_title
U00011,ashley16,15,Female,guzmanantonio@outlook.com,2,2,1.0,180,180.0,44.195,Web Development,Advanced,3.205,0.5,0.5,0.0,0.5,299.57,149.785,0.16666666666666666,0.99999999711461,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0,0.2578497617371703,0.15841126937898953,0.23782696735466394,Foundational & Budget Learners
U00012,mirandatimothy,15,Female,paula93@outlook.com,2,2,1.0,6,6.0,7.5,Design,Advanced,1.5150000000000001,0.5,0.5,0.0,0.5,327.99,163.995,0.16666666666666666,0.99999999711461,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,-0.5237526248762899,0.37810920905506135,1.7425622173182702,Advanced Domain Specialists
U00013,cherrykathleen,33,Female,michelewatkins@outlook.com,14,8,1.75,336,25.846153846153847,23.258571428571425,Machine Learning,Beginner,2.869285714285715,0.35714285714285715,0.35714285714285715,0.2857142857142857,0.35714285714285715,1432.33,102.3092857142857,0.6666666666666666,2.896291517504367,1.0,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.0,3,5.2997372729689465,0.16850124054045118,-0.21391977780704693,Career Up-skillers & Power Learners
U00014,huertatimothy,30,Male,gabrielanderson@yahoo.com,1,1,1.0,0,0.0,9.3,Machine Learning,Advanced,1.81,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,-1.7346094924050992,2.6427024132470636,-0.32431083307622766,Advanced Domain Specialists
U00015,tbaker,27,Female,kelly33@yahoo.com,14,10,1.4,340,26.153846153846153,25.027142857142852,Finance,Beginner,2.7607142857142857,0.5,0.5,0.2857142857142857,0.21428571428571427,2035.0600000000002,145.36142857142858,0.8333333333333334,3.2359263362020823,0.7142857142857143,0.14285714285714285,0.0,0.07142857142857142,0.07142857142857142,0.0,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,3,5.8447981274451175,-0.6257447048292171,0.3434650513269507,Career Up-skillers & Power Learners
U00016,josephmullins,32,Male,amysparks@outlook.com,1,1,1.0,0,0.0,29.37,Marketing,Advanced,4.79,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,-1.7420027229532786,2.561631368668698,-1.427879728209727,Advanced Domain Specialists
U00017,theresa55,24,Male,pachecojeremy@gmail.com,3,3,1.0,297,148.5,8.166666666666666,Programming,Beginner,4.6499999999999995,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,963.18,321.06,0.25,1.584962496393071,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0,1.8403958447886195,-2.3765294118858917,1.4097901311491667,Foundational & Budget Learners
U00018,nicole97,24,Female,aprilharrell@hotmail.com,16,9,1.7777777777777777,335,22.333333333333332,24.73375,Artificial Intelligence,Beginner,3.1081250000000002,0.375,0.4375,0.3125,0.25,1468.03,91.751875,0.75,3.0306390492453117,0.8125,0.1875,0.0,0.125,0.125,0.0625,0.0625,0.125,0.1875,0.0,0.0625,0.0625,0.0,0.0,3,5.788633812012326,-0.3224286362335002,-0.37431149036984845,Career Up-skillers & Power Learners
U00019,rlawson,24,Female,kingjulia@gmail.com,1,1,1.0,0,0.0,48.19,Design,Beginner,4.51,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.6464217929421305,-1.2816961827559927,-1.6626105827995843,Foundational & Budget Learners
U00020,evansmichael,27,Female,eharris@hotmail.com,1,1,1.0,0,0.0,45.13,Programming,Beginner,2.88,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-1.501701339479559,-2.884581624150093,-1.512174918090571,Foundational & Budget Learners
U00021,autumn63,15,Male,julieestrada@hotmail.com,2,2,1.0,30,30.0,33.235,Digital Marketing,Advanced,3.135,0.5,0.0,0.0,1.0,177.34,88.67,0.16666666666666666,0.99999999711461,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.69716003867966,2.012345664256619,0.41366376386793346,Advanced Domain Specialists
U00022,patriciaadkins,31,Male,thomas63@hotmail.com,1,1,1.0,0,0.0,15.75,Project Management,Beginner,4.68,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,-1.5147935196231992,-2.560326914956838,-0.2696676697630353,Foundational & Budget Learners
U00023,micheal78,32,Male,ashleymorris@yahoo.com,1,1,1.0,0,0.0,48.19,Design,Beginner,4.51,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.6607382903802492,-1.321956629345098,-1.7003630808287284,Foundational & Budget Learners
U00024,steven43,18,Female,petersonlori@yahoo.com,1,1,1.0,0,0.0,48.25,Cybersecurity,Intermediate,3.93,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1.7530432729059442,-0.15882990180899403,-1.9441987143123085,Intermediate Skill Builders
U00025,georgewhite,34,Male,jamesbradshaw@hotmail.com,4,4,1.0,226,75.33333333333333,23.96,Finance,Advanced,2.6050000000000004,0.25,0.25,0.25,0.5,119.04,29.76,0.3333333333333333,1.9999999942292197,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,1.0,1,0.8735164046498839,0.6825030550290572,-1.010752902827159,Advanced Domain Specialists
U00026,andrew02,19,Male,jason57@yahoo.com,1,1,1.0,0,0.0,12.13,Project Management,Beginner,1.51,1.0,1.0,0.0,0.0,327.99,327.99,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,-0.9370164792476375,-2.51082819845006,3.40410378754082,Foundational & Budget Learners
U00027,hunter32,31,Male,ronaldthomas@yahoo.com,2,2,1.0,75,75.0,25.335,Project Management,Intermediate,2.915,0.0,0.0,0.5,0.5,0.0,0.0,0.16666666666666666,0.99999999711461,1.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,2,-0.6953126206507759,0.8953562219978652,-0.6774909172573935,Intermediate Skill Builders
U00028,zgomez,30,Female,rwhitaker@outlook.com,12,9,1.3333333333333333,285,25.90909090909091,17.774166666666662,Finance,Beginner,3.0150000000000006,0.25,0.4166666666666667,0.25,0.3333333333333333,1012.66,84.38833333333334,0.75,3.0220551958899455,0.9166666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.0,3,4.204152267802251,-0.09918405913692711,-0.6988742502560775,Career Up-skillers & Power Learners
U00029,hartmanjon,30,Male,nicole88@gmail.com,1,1,1.0,0,0.0,11.31,Business,Intermediate,2.69,1.0,0.0,1.0,0.0,326.02,326.02,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-1.0815440412459905,-0.05402013630327016,3.262201978176884,Intermediate Skill Builders
U00030,david76,34,Male,robert64@outlook.com,1,1,1.0,0,0.0,33.93,Project Management,Intermediate,3.45,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,-1.6304198290289458,-0.5615891596610109,-0.3802971114477644,Intermediate Skill Builders
U00031,lovedavid,30,Male,fbooth@yahoo.com,1,1,1.0,0,0.0,40.76,Web Development,Beginner,2.2,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.5886608513679288,-1.4396712858771696,-1.1290628099882223,Foundational & Budget Learners
U00032,veronica83,18,Male,andrea24@yahoo.com,1,1,1.0,0,0.0,34.78,Business,Beginner,1.96,1.0,1.0,0.0,0.0,285.05,285.05,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.0388437688718697,-1.664326849312772,3.053456972327859,Foundational & Budget Learners
U00033,rodrigueznatalie,25,Male,linda50@gmail.com,1,1,1.0,0,0.0,48.84,Design,Advanced,2.72,1.0,0.0,0.0,1.0,276.37,276.37,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.3018130049313614,2.615159258409196,2.075904686666827,Advanced Domain Specialists
U00034,ilopez,32,Female,scottwatts@yahoo.com,2,2,1.0,73,73.0,20.585,Finance,Beginner,2.67,0.5,1.0,0.0,0.0,248.1,124.05,0.16666666666666666,0.99999999711461,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.16523661733294398,-2.5494870470561084,0.5650610864550196,Foundational & Budget Learners
U00035,chernandez,32,Male,bryangilbert@yahoo.com,1,1,1.0,0,0.0,44.96,Machine Learning,Advanced,3.89,1.0,0.0,0.0,1.0,0.78,0.78,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,-1.6345370807093251,2.301344043930425,0.23478841118968974,Advanced Domain Specialists
U00036,coxmichael,24,Female,leonardkimberly@hotmail.com,1,1,1.0,0,0.0,19.53,Programming,Beginner,3.85,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-1.4834245952839646,-3.0072757219559576,-1.3397351857731123,Foundational & Budget Learners
U00037,lisabraun,31,Female,ericbrown@hotmail.com,2,2,1.0,257,257.0,11.549999999999999,Cybersecurity,Advanced,1.9849999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.99999999711461,2.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1,0.15072184842629852,2.2896605338153693,-0.8801395485761023,Advanced Domain Specialists
U00038,williamselizabeth,35,Male,kpham@gmail.com,1,1,1.0,0,0.0,48.25,Cybersecurity,Intermediate,3.93,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-1.7721929890215995,-0.26165947780927534,-2.040997925804864,Intermediate Skill Builders
U00039,blackdanielle,16,Female,michaelfrederick@yahoo.com,1,1,1.0,0,0.0,3.42,Project Management,Advanced,1.23,1.0,0.0,0.0,1.0,346.71,346.71,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,-1.0346395650259612,1.5446024750939162,4.347047156784736,Advanced Domain Specialists
U00040,briannamurphy,15,Male,ohobbs@gmail.com,1,1,1.0,0,0.0,19.53,Programming,Beginner,3.85,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,-1.4886116796645144,-2.92935003521284,-1.265955002815813,Foundational & Budget Learners
U00041,april65,19,Female,imccarthy@yahoo.com,2,2,1.0,13,13.0,6.385,Digital Marketing,Beginner,3.5650000000000004,0.5,0.5,0.5,0.0,326.02,163.01,0.16666666666666666,0.99999999711461,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.45744864354697223,-1.078979214579956,1.122494323505858,Foundational & Budget Learners
U00042,christopher62,32,Male,patrickterrance@outlook.com,1,1,1.0,0,0.0,1.55,Artificial Intelligence,Intermediate,2.68,1.0,0.0,1.0,0.0,89.59,89.59,0.08333333333333333,-1.4426951595367387e-09,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-1.2424789250416286,-1.0994485891015757,2.1962409187005845,Intermediate Skill Builders
U00043,tommy21,31,Male,gordonhenry@hotmail.com,1,1,1.0,0,0.0,12.13,Project Management,Beginner,1.51,1.0,1.0,0.0,0.0,327.99,327.99,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,-0.9434607708176866,-2.5942537043316283,3.325374836256272,Foundational & Budget Learners
U00044,rileyapril,19,Male,wagnermichael@hotmail.com,1,1,1.0,0,0.0,48.32,Data Science,Beginner,3.74,1.0,1.0,0.0,0.0,299.57,299.57,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.0566944292842748,-2.655925509741531,1.5094768411860937,Foundational & Budget Learners
U00045,rodneystevens,23,Female,mitchellwilliam@yahoo.com,14,9,1.5555555555555556,335,25.76923076923077,28.667142857142856,Project Management,Beginner,3.375,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.21428571428571427,1209.79,86.41357142857143,0.75,2.9502120519304915,0.7857142857142857,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2857142857142857,0.0,0.0,3,5.032243482361301,-0.3293196441753429,-0.48415156853548114,Career Up-skillers & Power Learners
U00046,usimpson,29,Female,hmarquez@hotmail.com,2,2,1.0,187,187.0,9.6,Machine Learning,Beginner,1.325,0.0,0.5,0.0,0.5,0.0,0.0,0.16666666666666666,0.99999999711461,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,-0.1146030954635561,1.0568829016190506,-0.8068184608563779,Advanced Domain Specialists
U00047,westbrian,34,Male,lclark@outlook.com,1,1,1.0,0,0.0,1.2,Data Science,Intermediate,3.6,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,-1.6497765490218765,-0.5237041417434667,-0.8869065367474962,Intermediate Skill Builders
U00048,willie71,19,Male,zgarza@hotmail.com,13,9,1.4444444444444444,306,25.5,30.903846153846157,Design,Beginner,3.3292307692307697,0.15384615384615385,0.46153846153846156,0.23076923076923078,0.3076923076923077,356.89,27.45307692307692,0.75,3.026986820375032,0.8461538461538461,0.0,0.0,0.15384615384615385,0.15384615384615385,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,1.0,3,3.930058209309394,0.21001638276390408,-1.4369891152621028,Career Up-skillers & Power Learners
U00049,nclark,32,Male,thomaskenneth@gmail.com,1,1,1.0,0,0.0,33.93,Project Management,Intermediate,3.45,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2,-1.6293457804339375,-0.5476849086807495,-0.36717561956700634,Intermediate Skill Builders
U00050,rewing,33,Male,syoung@gmail.com,1,1,1.0,0,0.0,48.68,Design,Advanced,2.61,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-1.7951618594777625,2.95499185311828,-0.6869406079259913,Advanced Domain Specialists
U00051,crystal12,32,Female,bonnie35@gmail.com,1,1,1.0,0,0.0,48.19,Design,Beginner,4.51,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.6507179873221631,-1.3373131866770382,-1.7150965503226163,Foundational & Budget Learners
U00052,daniel48,25,Female,tweber@gmail.com,1,1,1.0,0,0.0,44.96,Machine Learning,Advanced,3.89,1.0,0.0,0.0,1.0,0.78,0.78,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,-1.6207576075687105,2.3346523650293993,0.26598016327845486,Advanced Domain Specialists
U00053,tara07,34,Female,bergertimothy@hotmail.com,1,1,1.0,0,0.0,47.08,Finance,Beginner,2.47,1.0,1.0,0.0,0.0,53.86,53.86,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1.400066027859701,-2.280075319417566,0.019580410334991433,Foundational & Budget Learners
U00054,jessicaparker,22,Female,rosslindsey@hotmail.com,1,1,1.0,0,0.0,7.55,Artificial Intelligence,Beginner,4.55,1.0,1.0,0.0,0.0,490.9,490.9,0.08333333333333333,-1.4426951595367387e-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.6237798631388491,-3.5543413833538486,3.8568342355762937,Foundational & Budget Learners
U00055,hallandrea,31,Female,michelle73@gmail.com,16,9,1.7777777777777777,341,22.733333333333334,27.084999999999997,Marketing,Advanced,3.055625,0.375,0.1875,0.25,0.5625,1448.2499999999998,90.51562499999999,0.75,3.0306390492453117,1.375,0.125,0.0625,0.0625,0.0,0.1875,0.125,0.0625,0.0,0.1875,0.0,0.125,0.0625,0.0,3,5.74117847049818,1.1306466675899605,-0.18643642204777153,Career Up-skillers & Power Learners
U00056,vcrawford,22,Female,markfinley@gmail.com,2,2,1.0,62,62.0,46.905,Programming,Beginner,2.745,0.0,0.5,0.0,0.5,0.0,0.0,0.16666666666666666,0.99999999711461,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,-0.6954018281947422,0.17356951222697978,-1.2487252265549855,Foundational & Budget Learners
U00057,thomasrobin,18,Male,cedwards@yahoo.com,1,1,1.0,0,0.0,36.01,Business,Advanced,3.64,1.0,0.0,0.0,1.0,487.92,487.92,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,-0.9294759350661908,1.9471413567006133,4.40500375156042,Advanced Domain Specialists
U00058,egomez,30,Female,jimmymurphy@outlook.com,1,1,1.0,0,0.0,48.09,Data Science,Advanced,2.57,1.0,0.0,0.0,1.0,117.68,117.68,0.08333333333333333,-1.4426951595367387e-09,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,-1.4206749389498767,1.635438945618247,1.4411957721974928,Advanced Domain Specialists
U00059,elizabeth16,32,Male,andersonmadison@gmail.com,1,1,1.0,0,0.0,48.19,Design,Beginner,4.51,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.6607382903802492,-1.321956629345098,-1.7003630808287284,Foundational & Budget Learners
U00060,albert28,26,Male,stephanie43@yahoo.com,4,3,1.3333333333333333,110,36.666666666666664,36.035,Finance,Beginner,3.515,0.25,0.75,0.25,0.0,53.86,13.465,0.25,1.4999999956719148,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.0,1.0,0,0.5940830273798653,-1.9657756134641051,-1.158044652325308,Foundational & Budget Learners
U00061,vincent12,32,Female,yscott@outlook.com,1,1,1.0,0,0.0,26.52,Cybersecurity,Intermediate,1.91,0.0,0.0,1.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-1.7347564258356543,-0.014589666811528068,-1.3977185110996497,Intermediate Skill Builders
U00062,howenathaniel,28,Female,tbrown@yahoo.com,1,1,1.0,0,0.0,19.53,Programming,Beginner,3.85,0.0,1.0,0.0,0.0,0.0,0.0,0.08333333333333333,-1.4426951595367387e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,-1.4855726924739807,-3.0350842239164804,-1.3659781695346283,Foundational & Budget Learners
